,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
884,58,blue-collar,3109,no,no,cellular,jun,1,287,success,0,-0.032731056,1
4060,48,management,606,no,no,cellular,mar,6,-1,unknown,0,-0.06657385,0
7217,34,blue-collar,1454,yes,no,cellular,feb,2,297,failure,0,-0.041401897,1
861,35,management,2707,no,no,cellular,feb,1,-1,unknown,0,-0.10049216,1
6906,44,management,2383,no,no,cellular,jul,2,-1,unknown,0,-0.10123859,1
5098,49,entrepreneur,159,yes,no,unknown,may,3,-1,unknown,0,-0.08322181,0
5328,60,technician,316,no,no,cellular,may,2,263,failure,0,-0.044745848,1
6195,30,admin,313,yes,no,cellular,feb,2,-1,unknown,0,-0.09297192,1
4232,34,technician,1539,yes,no,cellular,jun,1,56,other,0,-0.03683619,1
3775,32,technician,255,no,yes,cellular,aug,5,-1,unknown,0,-0.0636261,0
1553,42,entrepreneur,46,no,no,cellular,feb,1,-1,unknown,0,-0.08787997,0
270,49,services,280,yes,no,telephone,jul,3,-1,unknown,0,-0.045262687,0
2658,72,admin,2321,no,no,cellular,sep,2,64,failure,0,-0.024874922,1
5702,43,services,2478,yes,no,cellular,jan,1,230,failure,0,-0.02805388,0
2787,54,management,2819,no,no,cellular,aug,3,-1,unknown,0,-0.096842125,0
1920,30,management,536,no,no,cellular,jan,2,91,success,0,-0.038140398,1
7671,35,technician,-180,no,yes,cellular,aug,2,-1,unknown,0,-0.06747703,1
4043,68,retired,695,no,no,cellular,apr,1,-1,unknown,0,-0.08235082,1
7154,39,management,763,no,no,cellular,feb,1,189,failure,0,-0.04761417,1
2570,18,student,348,no,no,cellular,may,4,-1,unknown,0,-0.058492746,1
666,41,services,804,yes,no,unknown,may,8,-1,unknown,0,-0.069923714,0
595,48,unemployed,926,no,no,cellular,feb,4,185,success,0,-0.035600502,1
3085,48,management,700,yes,no,cellular,aug,2,-1,unknown,0,-0.09804732,0
5400,42,blue-collar,349,yes,no,cellular,apr,2,-1,unknown,0,-0.07770114,0
2505,37,admin,3913,yes,no,cellular,apr,1,-1,unknown,0,-0.08599782,1
5238,34,technician,2733,no,no,cellular,jul,1,-1,unknown,0,-0.09989446,1
1146,46,self-employed,137,yes,yes,unknown,may,1,-1,unknown,0,-0.024496699,0
2034,35,management,0,no,no,cellular,aug,6,-1,unknown,0,-0.1009398,0
766,55,retired,1821,no,no,cellular,aug,2,-1,unknown,0,-0.08317047,0
366,65,retired,2416,no,no,cellular,feb,2,-1,unknown,0,-0.09113006,1
3715,39,entrepreneur,2644,yes,no,unknown,may,1,-1,unknown,0,-0.08075745,0
7350,29,management,841,no,no,cellular,feb,1,-1,unknown,0,-0.10107058,0
5815,33,services,1697,no,no,cellular,nov,1,-1,unknown,0,-0.08270099,1
6707,70,retired,1853,no,no,telephone,aug,1,-1,unknown,0,-0.01971568,1
4122,73,retired,739,no,no,cellular,sep,1,-1,unknown,0,-0.07685747,1
898,66,retired,2048,no,no,cellular,aug,1,-1,unknown,0,-0.07942772,1
3206,36,technician,98,no,no,cellular,jan,1,-1,unknown,0,-0.087134555,1
5154,57,admin,658,no,no,cellular,jul,1,-1,unknown,0,-0.09667558,1
1877,36,management,992,no,no,unknown,jun,1,-1,unknown,0,-0.06410937,0
5782,32,blue-collar,388,yes,no,cellular,apr,2,-1,unknown,0,-0.079855986,0
4423,41,blue-collar,943,yes,no,unknown,may,3,-1,unknown,0,-0.09546721,0
1424,41,services,-19,yes,no,unknown,may,1,-1,unknown,0,-0.08903903,0
4304,47,admin,829,yes,yes,unknown,may,1,-1,unknown,0,-0.05813319,0
2052,54,management,284,yes,yes,telephone,may,5,-1,unknown,0,-0.027943766,0
5163,30,management,697,no,no,cellular,apr,2,181,success,0,-0.05155259,1
388,39,admin,0,no,yes,unknown,jun,1,-1,unknown,0,-0.03551645,0
2112,28,technician,922,yes,no,cellular,apr,1,-1,unknown,0,-0.08291846,0
1240,55,retired,0,no,no,cellular,may,1,370,success,0,-0.04059862,1
7523,29,services,146,yes,no,unknown,may,2,-1,unknown,0,-0.086633705,0
4418,25,admin,1141,yes,no,cellular,may,1,347,failure,0,-0.034601804,0
4513,58,self-employed,0,yes,no,telephone,feb,3,264,failure,1,0.04203636,0
7388,46,management,716,yes,yes,cellular,may,1,172,failure,0,-0.01738133,0
483,35,entrepreneur,1800,yes,no,unknown,jun,1,-1,unknown,0,-0.049315505,0
7022,34,technician,-276,yes,no,unknown,may,3,-1,unknown,0,-0.08640129,0
2297,25,services,628,no,no,cellular,jul,1,-1,unknown,0,-0.089531735,0
5992,28,admin,157,yes,yes,cellular,jul,2,-1,unknown,0,-0.06816151,0
7201,40,blue-collar,737,yes,yes,unknown,may,1,-1,unknown,0,-0.060214136,0
2435,33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,0,-0.058625404,0
7576,31,services,459,yes,no,cellular,may,1,293,success,0,-0.04311454,1
5283,67,retired,2027,no,no,cellular,mar,2,-1,unknown,0,-0.06365337,1
1383,35,technician,2823,yes,no,cellular,feb,1,-1,unknown,0,-0.08903863,0
6703,60,technician,1900,yes,no,unknown,may,3,-1,unknown,0,-0.072358854,0
2792,58,technician,0,yes,no,cellular,jul,1,-1,unknown,0,-0.080436885,0
5481,36,management,625,yes,no,cellular,jul,9,-1,unknown,0,-0.080207616,1
7279,56,services,1989,no,no,cellular,aug,4,181,success,0,-0.0146046635,1
2984,39,technician,385,no,no,cellular,oct,1,48,failure,0,-0.048465613,1
6456,42,management,187,no,no,cellular,aug,1,-1,unknown,0,-0.10813597,0
1768,50,management,5969,no,no,cellular,jan,1,544,failure,1,0.0024058328,1
7656,60,retired,935,no,no,cellular,jul,17,-1,unknown,0,-0.04685293,0
2461,31,admin,8781,yes,no,cellular,may,1,177,success,0,-0.037155446,1
6727,30,technician,426,yes,no,telephone,nov,4,111,failure,1,0.03769013,0
6674,44,management,2422,yes,no,cellular,apr,2,269,failure,0,-0.040445603,0
5065,46,admin,469,yes,no,cellular,feb,1,264,other,0,-0.015520689,0
7610,33,technician,599,yes,no,cellular,aug,2,-1,unknown,0,-0.088926494,0
7690,55,technician,1199,no,yes,telephone,may,10,-1,unknown,0,-0.01791136,0
320,76,retired,3049,no,no,cellular,mar,3,-1,unknown,0,-0.0559226,1
4740,30,entrepreneur,-346,yes,yes,cellular,jul,1,-1,unknown,0,-0.05404964,0
3331,39,technician,1293,no,no,cellular,jun,2,-1,unknown,0,-0.0957647,1
506,49,management,1556,yes,no,cellular,jul,3,-1,unknown,0,-0.089909844,0
1673,35,blue-collar,2200,yes,no,cellular,apr,1,-1,unknown,0,-0.082862705,0
3299,31,management,3384,no,no,cellular,mar,3,187,success,0,-0.029880082,1
6813,49,admin,0,no,no,cellular,apr,1,-1,unknown,0,-0.09065922,1
4407,38,management,676,no,no,cellular,may,3,-1,unknown,0,-0.10502729,0
2742,36,management,1379,no,no,cellular,may,1,186,failure,0,-0.055083424,1
2199,44,entrepreneur,121,no,no,cellular,nov,1,91,success,0,-0.018064577,1
83,57,retired,427,no,no,cellular,jan,1,-1,unknown,0,-0.07204766,0
7304,29,self-employed,1579,no,no,cellular,oct,1,92,success,0,-0.018584935,1
5162,59,unknown,3237,no,no,unknown,jun,3,-1,unknown,0,-0.051370636,0
7721,52,management,583,no,no,cellular,nov,1,91,failure,0,-0.037754565,1
281,37,admin,912,yes,no,cellular,may,3,328,other,0,-0.01952705,1
2188,54,retired,1851,no,no,unknown,jun,3,-1,unknown,0,-0.033733454,0
3542,57,management,2845,yes,no,telephone,apr,5,-1,unknown,0,-0.027241532,1
934,48,management,1167,yes,yes,cellular,jun,1,-1,unknown,0,-0.053363282,1
739,37,technician,2442,no,no,cellular,feb,3,-1,unknown,0,-0.10255034,1
7242,48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,0,-0.057424236,0
5576,31,services,900,yes,no,cellular,apr,2,140,failure,0,-0.033204652,0
5548,30,technician,655,no,no,cellular,oct,2,-1,unknown,0,-0.076879084,1
6858,44,management,-411,yes,no,unknown,jun,4,-1,unknown,0,-0.041578956,1
3871,58,management,2183,yes,no,cellular,jul,1,-1,unknown,0,-0.08135458,0
1630,56,technician,589,yes,no,unknown,oct,1,147,success,1,0.02647544,1
1244,24,self-employed,91,yes,no,cellular,may,2,-1,unknown,0,-0.078250326,0
2768,40,blue-collar,236,yes,no,unknown,may,2,-1,unknown,0,-0.09590801,0
2269,36,services,11462,yes,no,cellular,nov,1,-1,unknown,0,-0.06522259,1
4310,37,services,241,yes,no,cellular,may,1,371,failure,0,-0.039680175,0
5197,33,admin,0,yes,no,cellular,nov,1,-1,unknown,0,-0.08341325,0
1280,59,management,287,yes,no,cellular,apr,2,242,failure,0,-0.031274784,0
5566,26,admin,2532,yes,yes,cellular,feb,1,-1,unknown,0,-0.053912524,1
4640,37,entrepreneur,175,yes,yes,unknown,may,6,-1,unknown,0,-0.016775582,1
3431,35,management,6659,yes,no,unknown,may,1,-1,unknown,0,-0.0774461,0
2902,63,blue-collar,641,no,no,cellular,may,2,-1,unknown,0,-0.09397173,1
2467,47,technician,1013,no,no,cellular,sep,1,92,failure,0,-0.04807134,1
4907,55,blue-collar,196,no,no,cellular,aug,1,-1,unknown,0,-0.087109916,1
3483,59,management,893,yes,no,cellular,apr,4,-1,unknown,0,-0.07163496,0
2332,40,blue-collar,1009,yes,yes,unknown,jun,5,-1,unknown,1,9.1705355e-05,1
3584,37,services,0,no,yes,cellular,feb,6,245,other,1,0.025140686,0
429,44,entrepreneur,323,no,no,cellular,jul,2,181,failure,0,-0.03062347,1
5834,37,management,789,yes,yes,cellular,aug,1,190,other,1,0.010419436,0
353,33,blue-collar,697,no,no,cellular,feb,2,-1,unknown,0,-0.09867544,1
2376,32,admin,272,yes,no,cellular,oct,2,-1,unknown,0,-0.061444517,0
7023,49,housemaid,198,yes,no,unknown,may,3,-1,unknown,0,-0.082663245,0
6994,46,services,-119,yes,no,cellular,jul,3,-1,unknown,0,-0.09077051,0
7063,28,services,341,yes,no,cellular,may,3,347,other,0,-0.020753046,1
5551,31,management,0,no,no,cellular,aug,16,-1,unknown,0,-0.082515545,0
4664,45,admin,46,yes,no,cellular,may,1,-1,unknown,0,-0.108779795,0
3757,32,services,133,no,no,cellular,apr,1,-1,unknown,0,-0.082873605,1
1061,56,management,830,yes,yes,unknown,may,1,-1,unknown,0,-0.03821336,1
4108,46,management,361,yes,no,unknown,may,7,-1,unknown,0,-0.06802212,0
343,35,technician,183,no,no,cellular,oct,1,52,failure,0,-0.04718699,1
3765,40,management,290,yes,no,unknown,may,1,-1,unknown,0,-0.087134145,0
7695,42,technician,534,no,no,cellular,aug,1,-1,unknown,0,-0.101756856,0
4200,48,blue-collar,1513,no,yes,cellular,jul,1,-1,unknown,0,-0.05678054,0
4500,46,blue-collar,640,yes,no,cellular,may,1,55,success,0,-0.058396198,1
417,36,technician,1109,no,no,cellular,aug,2,-1,unknown,0,-0.10303078,0
1055,29,blue-collar,16,no,no,unknown,may,3,-1,unknown,0,-0.07981603,0
2089,39,housemaid,2990,no,no,telephone,apr,4,-1,unknown,0,-0.021169895,0
5200,58,management,256,no,no,cellular,dec,1,188,success,0,-0.029231288,1
7098,61,retired,0,yes,yes,telephone,aug,13,-1,unknown,1,0.018337468,0
7638,39,admin,260,yes,no,cellular,nov,1,94,success,0,-0.031122433,1
7004,45,management,226,yes,no,cellular,aug,6,179,success,0,-0.0218377,1
1693,38,blue-collar,602,yes,no,unknown,may,12,-1,unknown,0,-0.06476614,0
10,23,student,1234,no,no,cellular,feb,1,91,success,0,-0.01402259,1
7565,60,blue-collar,414,no,no,cellular,feb,1,-1,unknown,0,-0.09453526,0
5419,45,blue-collar,2388,no,no,cellular,aug,2,-1,unknown,0,-0.08843344,0
5595,54,self-employed,990,no,no,cellular,jun,2,-1,unknown,0,-0.075792566,1
1336,29,admin,488,yes,no,cellular,jun,1,-1,unknown,0,-0.080198295,0
7027,76,management,1780,yes,no,telephone,apr,3,-1,unknown,0,-0.017564828,1
4850,33,admin,920,no,no,cellular,apr,1,-1,unknown,0,-0.10042489,1
6557,40,management,738,yes,yes,cellular,apr,2,258,failure,0,-0.012715452,0
6829,31,blue-collar,92,yes,no,unknown,may,1,-1,unknown,0,-0.081035435,1
4860,44,technician,0,yes,no,unknown,may,3,-1,unknown,0,-0.087132975,0
3378,70,retired,3782,no,no,cellular,mar,1,-1,unknown,0,-0.058093905,0
486,67,retired,1430,no,no,cellular,jan,2,91,failure,0,-0.01888012,1
2726,46,management,4693,no,yes,cellular,aug,1,394,failure,0,-0.0065517826,1
5207,69,retired,426,no,no,telephone,mar,1,90,success,1,0.0432184,1
7263,33,management,62,yes,no,cellular,may,3,-1,unknown,0,-0.09860637,1
6368,74,retired,921,no,no,telephone,apr,2,-1,unknown,0,-0.02410132,1
1007,30,services,1268,yes,no,cellular,apr,4,320,other,0,-0.0041920873,1
2571,25,technician,86,no,yes,cellular,jul,2,-1,unknown,0,-0.07283799,0
7230,55,management,797,no,no,cellular,jul,2,-1,unknown,0,-0.09570011,0
3036,55,admin,1102,yes,no,unknown,may,2,-1,unknown,0,-0.084001586,0
575,25,admin,220,no,no,cellular,may,1,-1,unknown,0,-0.105452396,0
4024,29,management,502,no,no,cellular,jul,1,87,failure,0,-0.048746347,1
6566,34,management,1006,yes,no,cellular,nov,3,195,other,0,-0.023071961,1
815,26,admin,2469,no,no,cellular,jul,8,-1,unknown,0,-0.08063375,0
2344,25,admin,1734,no,no,cellular,oct,1,-1,unknown,0,-0.07907507,0
5493,47,admin,1210,no,no,cellular,oct,1,91,failure,0,-0.032296367,1
1423,30,blue-collar,128,yes,no,unknown,may,1,-1,unknown,0,-0.09330589,0
6097,29,blue-collar,940,yes,yes,cellular,may,1,-1,unknown,0,-0.061202437,1
6695,48,blue-collar,343,no,no,unknown,jun,1,-1,unknown,0,-0.05623317,0
3821,40,services,0,yes,no,cellular,nov,1,185,failure,0,-0.03225721,0
4577,46,management,0,no,no,cellular,aug,6,-1,unknown,0,-0.09979806,0
4222,34,admin,869,no,no,unknown,may,1,-1,unknown,0,-0.07176278,1
2749,30,services,-366,yes,no,cellular,jul,1,-1,unknown,0,-0.08808237,1
1520,44,unemployed,0,yes,no,cellular,feb,1,272,failure,0,-0.018038379,1
3701,39,services,322,yes,no,cellular,may,1,350,failure,0,-0.04277352,0
2215,47,unknown,1880,no,no,unknown,jun,2,-1,unknown,0,-0.066137716,0
3193,57,housemaid,260,yes,no,unknown,may,3,-1,unknown,0,-0.074640796,0
7049,34,management,416,no,no,cellular,aug,4,-1,unknown,0,-0.104604624,0
305,55,management,12972,no,no,telephone,aug,1,-1,unknown,0,-0.017408216,1
1999,30,blue-collar,2850,no,no,unknown,may,2,-1,unknown,0,-0.070878476,0
1795,32,self-employed,14522,no,no,cellular,nov,7,-1,unknown,0,-0.026421161,0
4730,53,blue-collar,1103,yes,yes,cellular,feb,2,250,failure,0,-0.009951948,0
743,37,admin,1314,yes,no,cellular,feb,4,210,failure,0,-0.030655144,1
4657,36,admin,29,no,no,cellular,aug,1,-1,unknown,0,-0.09328472,1
2865,56,blue-collar,2442,no,yes,cellular,aug,7,-1,unknown,0,-0.03897134,0
4526,30,management,697,no,no,cellular,aug,3,102,success,0,-0.042200267,1
346,49,services,1314,no,no,cellular,aug,14,-1,unknown,0,-0.06557333,1
2142,31,blue-collar,3364,yes,no,cellular,nov,1,-1,unknown,0,-0.06996535,0
6003,47,technician,335,no,no,cellular,feb,1,-1,unknown,0,-0.108869076,1
1677,58,blue-collar,544,no,no,unknown,jun,1,-1,unknown,0,-0.048962604,0
1322,27,blue-collar,821,yes,yes,unknown,sep,1,778,other,1,0.08116691,0
1744,33,admin,315,yes,yes,cellular,may,3,-1,unknown,0,-0.07069808,1
612,34,management,0,yes,yes,cellular,jul,1,-1,unknown,0,-0.07244295,0
3017,34,management,0,yes,no,unknown,may,1,-1,unknown,0,-0.08703492,0
5137,28,blue-collar,75,no,no,unknown,jun,1,-1,unknown,0,-0.05402337,0
4277,31,blue-collar,-277,yes,no,telephone,jul,2,-1,unknown,0,-0.031176805,1
37,64,retired,1612,no,no,cellular,may,1,89,failure,0,-0.048332658,1
5058,36,management,495,no,no,cellular,aug,3,97,success,0,-0.049828123,1
2459,53,blue-collar,4222,no,no,unknown,jun,1,-1,unknown,0,-0.045136366,0
2803,39,technician,681,yes,no,unknown,jun,1,-1,unknown,0,-0.06524196,0
348,43,unemployed,983,yes,no,cellular,feb,1,-1,unknown,0,-0.07335493,1
4995,44,admin,1696,no,no,unknown,jun,3,-1,unknown,0,-0.06492193,0
5585,34,technician,1035,no,no,cellular,aug,10,-1,unknown,0,-0.08136147,1
4000,43,management,3518,no,no,cellular,dec,2,196,success,0,-0.034632437,1
3475,24,blue-collar,-389,yes,yes,unknown,jun,1,-1,unknown,1,0.0013573013,1
6104,23,student,1234,no,no,cellular,nov,1,-1,unknown,0,-0.052100983,1
4102,55,housemaid,366,no,no,cellular,jun,3,57,other,0,-0.02579727,1
6241,30,services,-158,yes,no,cellular,may,1,370,failure,0,-0.039153095,1
2779,53,self-employed,290,no,yes,cellular,jul,3,-1,unknown,0,-0.05195672,0
3772,38,management,633,no,no,cellular,jul,3,-1,unknown,0,-0.09816855,0
6344,39,admin,1757,no,no,telephone,oct,1,-1,unknown,0,-0.037988156,1
1287,32,management,1088,yes,no,cellular,apr,1,363,success,0,-0.027602524,1
512,52,blue-collar,2396,yes,no,cellular,may,7,-1,unknown,0,-0.081116475,0
1102,45,entrepreneur,781,no,yes,cellular,nov,2,126,failure,1,0.023409262,1
3898,32,services,6983,no,no,cellular,aug,1,-1,unknown,0,-0.07292729,1
230,56,blue-collar,8,yes,no,unknown,may,2,-1,unknown,0,-0.083463624,0
2706,34,technician,4367,no,no,cellular,aug,2,-1,unknown,0,-0.090587586,0
804,34,technician,806,no,no,cellular,jul,3,458,success,0,-0.008109099,1
27,52,admin,204,no,no,cellular,aug,2,-1,unknown,0,-0.09561788,0
7299,32,management,0,yes,no,cellular,apr,2,-1,unknown,0,-0.08591308,0
3695,48,admin,368,no,no,cellular,oct,2,140,success,0,-0.037678976,1
3653,23,blue-collar,105,yes,no,unknown,may,2,-1,unknown,0,-0.08489765,0
5390,32,admin,-1,no,no,cellular,jul,2,-1,unknown,0,-0.09733056,0
1097,31,services,2038,yes,no,unknown,may,1,-1,unknown,0,-0.08250087,0
1749,34,technician,-259,yes,no,unknown,may,2,-1,unknown,0,-0.08698601,0
5018,72,retired,1612,no,no,cellular,aug,2,-1,unknown,0,-0.07928609,1
3278,42,services,146,yes,yes,cellular,may,4,346,failure,1,0.0067276107,1
368,71,retired,4388,no,no,cellular,jul,2,-1,unknown,0,-0.07711261,1
5661,37,technician,197,no,no,cellular,feb,1,91,success,0,-0.06725249,1
670,30,self-employed,2666,no,no,cellular,may,3,89,success,0,-0.030576743,1
88,44,management,7177,no,no,unknown,jun,2,-1,unknown,0,-0.05791844,0
4505,41,admin,683,no,yes,cellular,nov,1,-1,unknown,0,-0.060736906,0
6178,30,blue-collar,185,no,no,unknown,jun,1,-1,unknown,0,-0.05745194,0
280,32,blue-collar,3166,yes,no,cellular,nov,3,-1,unknown,0,-0.06839247,0
5721,48,management,2263,no,no,cellular,jul,2,-1,unknown,0,-0.099484585,1
3645,35,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,0,-0.08615424,0
2634,23,services,279,yes,no,cellular,may,1,370,failure,0,-0.033486653,1
2635,38,admin,4023,no,no,unknown,jun,2,-1,unknown,0,-0.060481887,0
7033,45,blue-collar,1794,yes,no,unknown,may,2,-1,unknown,0,-0.09151587,0
3419,41,services,450,yes,no,unknown,may,2,-1,unknown,0,-0.08739302,0
2824,42,unemployed,1289,no,no,cellular,jul,4,415,failure,1,0.014454298,1
4089,48,blue-collar,292,no,no,cellular,apr,1,79,success,0,-0.046957605,1
5366,51,blue-collar,3764,no,no,telephone,mar,3,181,success,1,0.040647153,1
7001,42,unknown,942,no,no,cellular,jan,1,92,success,0,-0.028778667,1
7289,39,housemaid,34,yes,no,cellular,jul,3,-1,unknown,0,-0.07215294,0
3713,62,retired,3114,no,no,cellular,may,2,186,success,0,-0.051888455,1
5544,34,management,676,no,no,telephone,nov,1,-1,unknown,0,-0.036508802,1
4780,56,management,2333,no,no,cellular,may,1,-1,unknown,0,-0.09967545,1
5188,35,technician,84,yes,yes,cellular,may,1,-1,unknown,0,-0.07366787,1
1822,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,0,-0.06013194,1
6975,43,unknown,1517,no,no,unknown,jun,1,-1,unknown,0,-0.066391386,0
3767,48,housemaid,7195,no,no,cellular,nov,2,-1,unknown,0,-0.05370518,1
4758,39,management,51,no,no,cellular,aug,2,-1,unknown,0,-0.10931107,0
7776,24,services,4500,yes,no,cellular,may,2,-1,unknown,0,-0.08275235,1
4648,28,unemployed,-42,yes,yes,cellular,jul,4,-1,unknown,0,-0.051605467,0
4155,27,student,25,no,no,unknown,aug,1,-1,unknown,0,-0.013958393,0
983,41,technician,-378,yes,no,cellular,feb,1,253,failure,0,-0.045599904,0
5294,34,admin,303,no,no,cellular,jun,3,126,failure,0,-0.027995618,1
3836,56,technician,6619,yes,no,telephone,nov,1,-1,unknown,0,-0.0030943668,1
7558,38,technician,1655,no,no,cellular,jul,2,-1,unknown,0,-0.09576205,0
19,46,management,242,no,no,cellular,aug,2,96,success,0,-0.054004837,1
4916,34,technician,133,no,no,cellular,nov,2,187,success,0,-0.038020324,1
5233,29,management,985,yes,no,cellular,jul,2,-1,unknown,0,-0.09254298,1
6611,48,technician,0,no,no,unknown,jun,4,-1,unknown,0,-0.067678414,0
1451,25,student,1003,no,no,cellular,aug,1,-1,unknown,0,-0.056697577,1
428,64,retired,4833,no,no,cellular,oct,1,181,failure,0,-0.022621118,1
2697,22,student,423,no,no,cellular,jul,1,179,success,0,-0.00709477,1
1067,40,admin,732,no,no,cellular,sep,1,139,success,0,-0.03965529,0
7541,38,entrepreneur,7752,yes,no,cellular,jul,4,-1,unknown,0,-0.07124047,0
4317,44,technician,11016,no,no,unknown,jun,3,-1,unknown,0,-0.059815805,0
6649,56,management,-6,no,no,telephone,jul,16,-1,unknown,0,-0.017886393,0
4206,47,management,3663,no,no,cellular,mar,3,-1,unknown,0,-0.07665863,1
3886,41,management,4063,yes,no,cellular,may,5,172,failure,0,-0.036875926,0
752,32,technician,932,yes,no,cellular,apr,1,318,failure,0,-0.045421652,1
3470,46,admin,1342,yes,no,cellular,feb,1,-1,unknown,0,-0.093557924,0
4373,48,unemployed,201,no,no,cellular,aug,1,-1,unknown,0,-0.07578815,1
4185,47,services,973,no,no,cellular,may,1,479,failure,0,-0.01820367,1
7271,43,technician,593,yes,no,unknown,may,1,-1,unknown,0,-0.0872356,0
969,39,technician,-1451,yes,yes,cellular,jul,5,-1,unknown,0,-0.05257938,0
1849,34,technician,652,yes,yes,cellular,jul,4,-1,unknown,0,-0.057013646,0
759,30,management,199,no,yes,cellular,jul,7,-1,unknown,0,-0.064108536,0
732,44,technician,244,yes,no,cellular,aug,4,-1,unknown,0,-0.079005845,1
3027,38,housemaid,0,yes,no,cellular,jul,1,-1,unknown,0,-0.0769926,0
181,53,blue-collar,25,no,no,cellular,aug,2,-1,unknown,0,-0.086442105,1
4368,33,services,-27,yes,no,unknown,may,1,-1,unknown,0,-0.08894027,0
6331,32,technician,287,yes,no,unknown,may,8,-1,unknown,0,-0.064747706,0
1490,33,blue-collar,-14,yes,no,cellular,may,2,-1,unknown,0,-0.100181505,0
5284,40,management,10786,no,no,unknown,jun,3,-1,unknown,0,-0.047815192,0
792,56,management,3120,yes,no,cellular,aug,2,-1,unknown,0,-0.08708186,0
6569,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,0,-0.037393097,0
956,26,technician,-119,no,yes,cellular,jul,5,-1,unknown,0,-0.0646084,1
7351,26,blue-collar,26,yes,yes,cellular,may,1,-1,unknown,0,-0.059291545,1
69,65,retired,1948,no,no,cellular,feb,2,-1,unknown,0,-0.08810205,0
1569,50,technician,3176,no,no,cellular,aug,1,-1,unknown,0,-0.0915485,1
5787,59,technician,7766,yes,no,cellular,feb,1,461,failure,0,-0.011736515,1
6524,30,entrepreneur,265,yes,yes,unknown,jun,10,-1,unknown,1,0.002246255,0
5418,48,technician,1000,no,no,cellular,nov,2,-1,unknown,0,-0.078541696,0
6119,50,admin,237,no,yes,telephone,nov,1,-1,unknown,0,-0.011023347,1
