,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit
643,58,blue-collar,119,yes,yes,cellular,may,1,-1,other,single,secondary,no,12,985,0,1
5615,31,unemployed,86,yes,yes,unknown,jun,2,-1,other,married,secondary,no,3,963,0,1
1784,47,technician,1981,yes,no,cellular,jul,2,-1,other,married,secondary,no,21,919,0,1
1965,47,blue-collar,8229,no,no,cellular,aug,2,-1,other,married,secondary,no,8,784,0,1
6330,80,unemployed,155,no,no,telephone,mar,1,93,success,married,primary,no,12,290,2,1
5197,33,admin,0,yes,no,cellular,nov,1,-1,other,married,secondary,no,17,78,0,0
1815,26,unemployed,132,no,no,cellular,oct,1,119,success,single,secondary,no,1,194,1,1
1855,83,unemployed,425,no,no,telephone,jun,1,140,failure,married,primary,no,22,883,1,1
30,31,blue-collar,55,yes,yes,cellular,apr,2,-1,other,married,primary,no,17,340,0,0
1994,30,technician,880,yes,yes,unknown,may,6,-1,other,single,tertiary,no,19,967,0,1
1225,51,admin,0,yes,yes,cellular,mar,2,-1,other,married,tertiary,no,8,124,0,1
2073,43,management,182,no,no,cellular,jan,1,-1,other,married,tertiary,no,28,152,0,0
3642,29,self-employed,2305,no,no,cellular,may,2,-1,other,married,tertiary,no,27,82,0,0
1978,58,management,4152,yes,no,cellular,apr,2,164,other,married,tertiary,no,30,750,4,1
3910,41,blue-collar,1954,no,no,cellular,nov,1,110,success,married,secondary,no,18,65,2,0
5022,42,management,11008,no,no,cellular,jul,6,405,success,single,tertiary,no,28,822,1,1
337,32,services,24,yes,yes,cellular,may,1,-1,other,married,secondary,no,12,185,0,0
4387,40,services,0,no,no,cellular,aug,20,-1,other,married,primary,no,28,16,0,0
391,48,blue-collar,1230,yes,no,cellular,may,2,182,success,married,secondary,no,13,328,3,1
2167,25,blue-collar,389,no,no,cellular,jun,1,-1,other,single,secondary,no,3,837,0,1
6962,57,entrepreneur,1179,no,no,cellular,aug,2,-1,other,married,secondary,no,19,189,0,0
5924,46,services,973,no,no,cellular,feb,1,-1,other,divorced,unknown,no,2,297,0,0
415,35,technician,294,yes,no,cellular,mar,1,90,success,married,secondary,no,9,301,4,1
2726,46,management,4693,no,yes,cellular,aug,1,394,failure,married,tertiary,no,7,79,2,1
3097,24,blue-collar,167,no,yes,cellular,feb,2,-1,other,single,secondary,no,18,134,0,1
690,35,technician,1693,yes,no,cellular,feb,1,-1,other,single,secondary,no,10,515,0,1
5959,50,blue-collar,3558,no,no,cellular,aug,10,-1,other,married,secondary,no,26,84,0,0
3005,33,management,3401,no,no,cellular,nov,1,-1,other,married,tertiary,no,20,253,0,1
3197,36,entrepreneur,3057,no,no,unknown,jun,4,-1,other,married,tertiary,no,16,2769,0,1
26,28,unemployed,3733,yes,no,cellular,aug,5,91,success,single,tertiary,no,21,419,7,0
4662,40,blue-collar,0,yes,no,unknown,may,4,-1,other,single,secondary,no,27,59,0,0
5547,45,management,80,no,yes,cellular,nov,1,-1,other,married,tertiary,no,19,157,0,0
1203,35,blue-collar,257,yes,no,cellular,may,1,-1,other,married,secondary,no,14,186,0,0
3161,52,services,431,no,no,cellular,aug,17,-1,other,married,secondary,no,26,73,0,0
1668,30,services,0,yes,no,cellular,nov,4,-1,other,married,secondary,no,21,681,0,1
3424,44,admin,2999,yes,no,cellular,may,1,-1,other,divorced,secondary,no,14,717,0,1
2675,59,unemployed,3444,no,no,cellular,feb,2,-1,other,divorced,tertiary,no,6,241,0,1
4253,35,management,80,no,no,cellular,sep,2,94,other,single,tertiary,no,4,434,1,1
7139,32,blue-collar,1,yes,no,cellular,nov,3,-1,other,married,secondary,no,18,77,0,0
62,44,blue-collar,2,no,yes,telephone,jul,2,-1,other,married,primary,no,7,46,0,0
1667,46,admin,22,no,no,cellular,aug,6,-1,other,married,secondary,no,26,388,0,1
1548,34,technician,1039,no,no,cellular,aug,3,-1,other,single,tertiary,no,11,342,0,0
7668,68,unemployed,0,no,no,cellular,jun,1,-1,other,married,secondary,no,22,586,0,1
2092,30,technician,4684,yes,no,cellular,apr,3,-1,other,single,secondary,no,30,268,0,1
3268,61,admin,1046,yes,no,cellular,aug,1,-1,other,married,secondary,no,21,158,0,1
2839,33,technician,177,yes,no,unknown,may,1,-1,other,single,secondary,no,23,293,0,0
993,32,management,2667,yes,no,cellular,aug,2,-1,other,single,tertiary,no,12,971,0,1
5726,29,technician,18,no,no,cellular,feb,3,-1,other,single,secondary,no,3,206,0,0
3367,54,management,12018,yes,no,cellular,dec,2,-1,other,divorced,tertiary,no,21,267,0,1
6378,40,entrepreneur,3571,no,no,unknown,jun,3,-1,other,married,tertiary,no,9,222,0,0
1507,46,blue-collar,922,yes,no,telephone,jul,1,-1,other,married,secondary,no,8,576,0,1
4070,46,management,5127,no,no,cellular,aug,1,-1,other,married,secondary,no,6,472,0,0
5068,35,technician,840,yes,no,cellular,jul,4,-1,other,married,secondary,no,29,281,0,0
3482,48,blue-collar,316,no,no,unknown,jun,2,-1,other,single,primary,no,5,560,0,0
1947,60,management,3401,no,no,cellular,oct,1,270,failure,married,tertiary,no,30,294,1,1
731,39,management,2644,no,no,cellular,aug,7,-1,other,single,secondary,no,19,192,0,0
1189,33,management,275,no,no,cellular,nov,1,-1,other,single,tertiary,no,18,348,0,0
7,36,technician,911,yes,yes,cellular,may,2,21,failure,married,tertiary,no,25,117,3,1
388,39,admin,0,no,yes,unknown,jun,1,-1,other,single,secondary,no,19,142,0,0
5935,38,technician,1101,no,no,cellular,apr,1,-1,other,single,tertiary,no,30,800,0,1
881,28,blue-collar,913,yes,no,unknown,may,2,-1,other,single,unknown,no,27,580,0,0
1337,36,technician,4613,no,no,cellular,apr,1,134,failure,married,secondary,no,2,320,2,0
1581,49,technician,229,no,no,cellular,aug,2,-1,other,divorced,secondary,no,8,219,0,0
6713,33,management,1778,no,no,cellular,feb,1,-1,other,married,tertiary,no,12,388,0,1
5894,36,unemployed,871,no,no,cellular,aug,3,-1,other,divorced,secondary,no,12,396,0,1
5782,32,blue-collar,388,yes,no,cellular,apr,2,-1,other,married,primary,no,15,171,0,0
2830,43,technician,1195,yes,no,unknown,may,9,-1,other,single,secondary,no,15,516,0,0
4981,25,management,1272,yes,no,cellular,jul,2,-1,other,single,secondary,no,24,342,0,0
6636,29,management,1387,yes,no,cellular,may,2,-1,other,married,tertiary,no,18,256,0,1
1270,28,unemployed,-353,yes,no,unknown,may,3,-1,other,single,secondary,yes,12,89,0,0
7604,29,admin,3794,no,no,cellular,apr,1,-1,other,single,secondary,no,30,249,0,0
4840,33,services,207,yes,no,cellular,may,4,-1,other,married,secondary,no,14,629,0,1
2919,41,admin,124,yes,no,cellular,may,3,-1,other,married,secondary,no,12,191,0,0
3328,61,self-employed,52587,no,no,cellular,aug,1,-1,other,divorced,tertiary,no,10,290,0,1
2331,28,unemployed,482,no,no,cellular,may,1,-1,other,married,tertiary,no,25,119,0,1
934,48,management,1167,yes,yes,cellular,jun,1,-1,other,married,tertiary,no,1,264,0,1
4719,24,admin,230,yes,no,cellular,may,1,-1,other,married,secondary,no,15,73,0,0
6444,31,technician,137,no,no,cellular,aug,14,-1,other,single,secondary,no,27,27,0,0
4712,29,technician,113,no,no,cellular,feb,2,183,success,single,secondary,no,12,328,4,1
6867,51,blue-collar,568,yes,no,unknown,jun,1,-1,other,married,secondary,no,4,37,0,0
2281,50,technician,1717,no,no,telephone,jul,8,-1,other,married,secondary,no,7,416,0,0
3822,33,services,255,yes,yes,cellular,nov,2,184,failure,married,secondary,no,21,588,2,0
6515,54,technician,2102,yes,no,cellular,apr,1,626,failure,married,secondary,no,5,547,2,1
5297,36,admin,465,yes,no,unknown,may,1,-1,other,married,secondary,no,20,160,0,0
3510,30,management,364,no,no,cellular,apr,2,-1,other,single,tertiary,no,30,306,0,1
5950,51,technician,130,no,no,cellular,aug,3,-1,other,married,secondary,no,22,547,0,0
2272,38,services,4017,no,no,cellular,aug,1,96,success,married,secondary,no,4,470,3,1
4422,36,services,1177,yes,yes,cellular,feb,5,-1,other,married,secondary,no,3,50,0,0
4315,59,technician,1,no,no,cellular,apr,2,378,failure,married,secondary,no,15,159,3,1
2642,31,blue-collar,1205,yes,no,cellular,apr,1,328,other,single,secondary,no,16,462,2,0
2529,30,unemployed,48,no,no,cellular,aug,1,173,failure,single,secondary,no,18,161,1,1
2671,53,services,2925,yes,no,unknown,may,4,-1,other,married,secondary,no,15,1392,0,0
439,51,entrepreneur,83,no,no,cellular,apr,2,-1,other,married,tertiary,no,20,267,0,1
3253,42,blue-collar,1080,yes,yes,cellular,may,3,370,failure,single,secondary,no,13,951,4,1
7151,40,services,4157,yes,no,unknown,may,1,-1,other,married,secondary,no,15,735,0,0
6300,31,blue-collar,605,yes,no,unknown,may,10,-1,other,married,primary,no,15,334,0,0
5342,33,admin,17,yes,no,cellular,may,1,351,failure,married,secondary,no,13,74,1,0
4041,40,unemployed,7968,no,no,cellular,mar,2,180,success,single,tertiary,no,2,263,2,1
7658,33,management,1514,no,no,cellular,aug,1,728,failure,married,tertiary,no,10,447,2,1
3821,40,services,0,yes,no,cellular,nov,1,185,failure,married,secondary,no,21,43,2,0
5116,33,admin,920,no,no,cellular,aug,1,105,success,married,secondary,no,13,111,1,0
6865,26,technician,124,yes,no,unknown,may,8,-1,other,single,secondary,no,12,57,0,0
1713,34,management,0,yes,no,cellular,aug,1,99,success,married,tertiary,no,7,262,2,1
4722,34,management,303,yes,no,cellular,jan,1,195,failure,married,tertiary,no,29,50,2,0
1937,61,unemployed,243,no,no,cellular,apr,1,-1,other,married,secondary,no,20,194,0,1
6611,48,technician,0,no,no,unknown,jun,4,-1,other,single,tertiary,no,16,73,0,0
7120,26,self-employed,168,no,no,cellular,apr,1,-1,other,single,tertiary,no,30,394,0,1
685,31,technician,1166,yes,no,unknown,jun,1,-1,other,single,tertiary,no,3,207,0,0
7445,32,management,1812,no,no,cellular,aug,1,182,other,married,tertiary,no,4,296,4,1
6601,23,unemployed,565,no,no,cellular,may,7,-1,other,single,unknown,no,28,162,0,0
1574,40,self-employed,10346,no,no,cellular,jun,2,207,other,single,tertiary,no,15,491,1,1
4485,28,technician,4513,yes,no,unknown,may,3,-1,other,single,tertiary,no,27,167,0,0
1901,33,management,1323,no,no,cellular,jun,1,-1,other,married,tertiary,no,1,327,0,1
40,25,admin,1185,no,no,cellular,oct,1,114,failure,single,tertiary,no,7,290,1,1
3358,78,unemployed,3219,no,no,cellular,feb,1,-1,other,divorced,secondary,no,24,151,0,1
2047,49,blue-collar,408,no,no,cellular,aug,4,-1,other,married,primary,no,12,559,0,1
4019,52,unemployed,94,no,no,cellular,feb,1,92,success,married,secondary,no,10,153,13,1
1745,47,management,334,yes,no,cellular,jun,3,94,success,single,tertiary,no,28,614,9,1
1615,42,admin,214,yes,no,unknown,may,24,-1,other,married,secondary,no,28,21,0,0
3710,37,management,89,yes,no,unknown,may,10,-1,other,married,tertiary,no,19,162,0,0
1269,22,unemployed,1522,no,no,cellular,oct,2,-1,other,single,secondary,no,30,368,0,1
7167,33,admin,51,yes,yes,cellular,oct,1,284,success,married,secondary,no,25,253,3,1
2011,62,management,0,no,no,cellular,apr,3,182,failure,married,tertiary,no,13,113,3,0
6509,37,services,49,yes,no,unknown,may,2,-1,other,divorced,secondary,no,16,619,0,1
88,44,management,7177,no,no,unknown,jun,2,-1,other,married,tertiary,no,19,89,0,0
6552,66,management,2149,yes,no,cellular,nov,6,103,other,married,unknown,no,30,151,4,0
2714,28,admin,136,no,no,cellular,jun,1,-1,other,single,secondary,no,16,355,0,1
3953,44,self-employed,1196,no,no,cellular,aug,5,-1,other,married,tertiary,no,20,552,0,1
2802,53,admin,53,yes,no,cellular,may,1,-1,other,married,secondary,no,18,387,0,1
3267,40,unemployed,1400,no,no,unknown,jun,7,-1,other,single,secondary,no,20,20,0,0
2553,34,services,1337,no,no,cellular,apr,1,-1,other,married,secondary,no,30,442,0,1
6129,90,unemployed,1,no,no,cellular,feb,3,-1,other,divorced,secondary,no,13,152,0,1
4296,49,management,234,no,no,cellular,aug,6,-1,other,married,tertiary,no,22,55,0,0
2554,32,blue-collar,2263,no,no,cellular,may,2,-1,other,married,secondary,no,7,113,0,0
6561,30,management,1636,no,no,unknown,jun,2,-1,other,single,tertiary,no,6,301,0,0
416,26,management,-8,no,no,cellular,aug,2,-1,other,single,tertiary,no,13,402,0,0
3756,47,blue-collar,1536,yes,no,cellular,apr,1,301,other,married,secondary,no,17,41,4,0
245,51,blue-collar,-92,yes,no,unknown,jun,4,-1,other,married,secondary,no,4,28,0,0
6448,33,technician,4401,no,no,cellular,apr,1,-1,other,married,tertiary,no,30,439,0,1
7618,39,management,0,yes,no,cellular,feb,3,-1,other,single,tertiary,no,18,224,0,1
6027,29,services,1135,yes,no,cellular,feb,1,-1,other,married,secondary,no,17,323,0,1
4726,43,technician,0,yes,no,cellular,may,2,342,failure,divorced,secondary,no,5,150,2,0
648,44,entrepreneur,121,no,no,cellular,aug,1,-1,other,married,tertiary,no,10,412,0,1
5073,25,technician,1231,yes,no,cellular,feb,5,-1,other,single,secondary,no,27,412,0,1
4417,61,management,997,no,no,cellular,mar,1,-1,other,married,tertiary,no,10,106,0,1
5641,44,entrepreneur,1631,yes,no,cellular,nov,1,195,failure,married,tertiary,no,17,81,2,0
2551,52,blue-collar,1405,no,yes,cellular,jul,2,-1,other,married,secondary,no,17,753,0,1
4163,53,technician,-165,yes,no,cellular,jul,1,-1,other,single,secondary,no,9,89,0,0
1176,33,management,334,no,no,cellular,nov,1,-1,other,married,tertiary,no,25,87,0,0
5996,39,management,378,yes,yes,unknown,may,2,-1,other,married,tertiary,no,5,127,0,0
1528,21,unemployed,2488,no,no,cellular,jun,6,169,success,single,secondary,no,30,258,3,1
3729,30,management,3473,no,no,cellular,mar,2,-1,other,single,tertiary,no,12,1209,0,1
4833,49,technician,12531,no,no,cellular,aug,8,-1,other,married,secondary,no,13,77,0,0
3439,41,management,0,yes,no,unknown,may,1,-1,other,married,tertiary,no,13,161,0,0
7742,32,blue-collar,1076,yes,no,unknown,may,1,-1,other,married,primary,no,19,67,0,0
5325,30,services,495,yes,no,cellular,nov,1,-1,other,single,secondary,no,21,641,0,1
2292,35,unemployed,127,yes,no,telephone,nov,1,-1,other,single,secondary,no,14,162,0,1
7606,28,management,223,yes,no,telephone,aug,2,119,other,single,tertiary,no,27,157,1,1
7371,29,blue-collar,580,yes,yes,cellular,apr,2,-1,other,married,secondary,no,17,1311,0,1
4819,36,services,0,yes,no,cellular,may,6,-1,other,single,secondary,no,12,398,0,1
3625,46,unemployed,3354,yes,no,cellular,nov,1,174,success,divorced,secondary,no,19,522,1,1
948,28,management,258,no,yes,cellular,apr,1,-1,other,married,tertiary,no,17,93,0,0
6735,47,technician,293,no,no,cellular,mar,1,-1,other,married,secondary,no,3,499,0,1
6822,48,management,399,no,yes,cellular,aug,1,-1,other,single,tertiary,no,7,126,0,0
5237,51,technician,11222,yes,no,cellular,nov,2,171,failure,single,tertiary,no,21,126,7,0
2053,65,unemployed,1973,no,no,telephone,apr,3,-1,other,married,tertiary,no,21,396,0,1
2946,37,technician,228,yes,no,cellular,aug,2,-1,other,single,secondary,no,20,1740,0,0
3013,31,management,792,no,no,cellular,aug,14,-1,other,married,tertiary,no,20,763,0,1
1925,43,blue-collar,794,yes,no,cellular,may,3,-1,other,married,primary,no,13,38,0,0
1324,30,management,1028,no,no,cellular,feb,2,-1,other,single,tertiary,no,4,1294,0,1
260,31,blue-collar,2591,yes,no,cellular,nov,1,-1,other,married,secondary,no,20,55,0,0
3787,51,management,1612,yes,no,cellular,nov,2,131,failure,married,tertiary,no,18,61,1,0
1796,30,technician,2371,no,no,cellular,jun,1,384,other,single,secondary,no,14,661,2,1
2467,47,technician,1013,no,no,cellular,sep,1,92,failure,divorced,secondary,no,15,170,3,1
7043,32,services,376,yes,no,unknown,may,2,-1,other,divorced,tertiary,no,20,102,0,0
4539,27,services,339,no,no,cellular,jun,1,-1,other,single,secondary,no,4,182,0,1
1430,36,blue-collar,249,yes,no,cellular,may,5,-1,other,married,secondary,no,15,709,0,1
686,33,technician,3243,no,no,cellular,aug,4,-1,other,married,secondary,no,12,439,0,1
1450,30,technician,2544,no,no,cellular,apr,2,-1,other,single,secondary,no,8,108,0,1
4038,59,blue-collar,0,yes,no,unknown,may,1,-1,other,married,secondary,no,5,226,0,0
6960,38,management,385,yes,no,telephone,oct,1,-1,other,married,tertiary,no,28,154,0,1
17,30,services,0,no,no,cellular,jan,1,-1,other,divorced,secondary,no,29,89,0,0
5203,25,management,490,no,no,cellular,sep,1,-1,other,single,tertiary,no,7,394,0,0
6181,37,admin,1396,yes,no,cellular,jul,2,-1,other,married,secondary,no,22,199,0,0
3552,59,self-employed,2013,no,no,cellular,feb,4,94,success,married,tertiary,no,19,222,2,1
250,35,blue-collar,667,yes,no,cellular,may,5,324,other,married,secondary,no,14,10,27,0
7164,31,technician,2088,no,no,cellular,feb,14,-1,other,single,secondary,no,9,15,0,0
6059,36,admin,364,no,yes,cellular,aug,1,123,failure,single,tertiary,no,31,185,1,1
5741,27,technician,7102,yes,no,unknown,may,9,-1,other,married,secondary,no,30,141,0,0
5034,35,management,8,no,no,cellular,apr,3,-1,other,married,tertiary,no,23,93,0,1
714,53,technician,284,no,no,cellular,jun,1,-1,other,married,secondary,no,1,781,0,1
5662,53,blue-collar,4380,no,no,telephone,aug,7,-1,other,married,secondary,no,19,223,0,0
5318,44,blue-collar,0,yes,no,cellular,jul,1,-1,other,single,primary,no,24,184,0,0
5774,49,technician,1071,no,no,cellular,jun,1,-1,other,married,tertiary,no,17,169,0,1
448,41,unemployed,-233,yes,no,unknown,may,2,-1,other,divorced,primary,no,15,1156,0,1
2609,38,blue-collar,0,yes,no,cellular,may,2,-1,other,divorced,primary,no,13,531,0,1
5155,34,management,828,no,yes,cellular,aug,3,-1,other,married,tertiary,no,11,1080,0,1
1511,45,technician,1831,no,no,cellular,may,2,-1,other,married,secondary,no,27,275,0,1
817,31,management,409,no,yes,cellular,jul,5,-1,other,single,tertiary,no,9,564,0,1
6172,45,entrepreneur,1187,no,yes,cellular,nov,1,-1,other,divorced,secondary,no,20,157,0,0
4728,41,blue-collar,306,yes,no,telephone,may,1,369,failure,married,secondary,no,11,86,2,0
1526,51,management,441,yes,no,cellular,may,2,167,other,married,secondary,no,7,189,2,0
6941,25,services,12,no,no,cellular,jun,6,-1,other,single,tertiary,no,12,126,0,1
4047,45,blue-collar,700,yes,no,telephone,may,4,-1,other,married,primary,no,13,29,0,0
4216,40,unemployed,1744,yes,no,unknown,may,11,-1,other,single,secondary,no,21,465,0,0
5216,36,technician,197,no,no,cellular,apr,1,-1,other,single,tertiary,no,30,260,0,1
5556,51,management,119,no,no,unknown,jun,2,-1,other,divorced,tertiary,no,5,112,0,0
4745,51,blue-collar,0,yes,yes,cellular,jul,3,-1,other,married,primary,no,25,946,0,1
3981,41,management,1982,no,no,cellular,nov,1,-1,other,single,tertiary,no,21,558,0,1
2559,39,blue-collar,2715,yes,no,unknown,jun,3,-1,other,married,primary,no,2,201,0,0
2359,38,self-employed,677,yes,no,cellular,may,2,-1,other,single,secondary,no,14,114,0,0
7053,28,unemployed,236,no,no,cellular,feb,3,-1,other,single,primary,no,6,460,0,0
4235,32,blue-collar,3014,yes,no,cellular,may,2,-1,other,single,tertiary,no,7,291,0,0
1801,38,technician,1711,no,no,telephone,sep,1,-1,other,single,secondary,no,30,234,0,1
3165,30,technician,133,yes,no,cellular,jan,2,-1,other,single,secondary,no,29,113,0,0
7393,31,blue-collar,369,yes,yes,unknown,may,2,-1,other,married,secondary,no,14,89,0,0
1837,46,admin,1264,no,no,telephone,jan,2,-1,other,married,secondary,no,28,100,0,0
7110,39,technician,902,yes,no,cellular,feb,2,180,failure,divorced,secondary,no,10,691,5,1
396,76,unemployed,163,no,no,telephone,oct,1,-1,other,married,primary,no,13,120,0,0
300,36,self-employed,1240,no,no,cellular,jul,3,-1,other,single,tertiary,no,31,812,0,1
1167,43,blue-collar,576,yes,yes,unknown,may,1,-1,other,married,secondary,no,13,148,0,0
5422,33,services,2411,yes,no,cellular,oct,1,161,failure,divorced,secondary,no,23,130,1,1
7457,30,technician,394,no,no,cellular,aug,13,-1,other,married,secondary,no,22,216,0,0
7183,28,blue-collar,674,yes,no,telephone,may,4,-1,other,married,primary,no,14,921,0,0
76,36,unemployed,172,no,no,unknown,jun,1,-1,other,single,unknown,no,12,81,0,0
483,35,entrepreneur,1800,yes,no,unknown,jun,1,-1,other,single,tertiary,no,5,53,0,0
5501,56,services,444,yes,no,unknown,jun,1,-1,other,married,primary,no,6,432,0,0
7428,49,services,947,no,no,unknown,jun,2,-1,other,divorced,secondary,no,20,808,0,1
