,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit
3605,39,entrepreneur,350,yes,no,cellular,jul,2,-1,other,0
1557,44,technician,9192,yes,no,unknown,jun,3,-1,other,0
7399,28,technician,2335,no,no,cellular,may,1,-1,other,1
7285,46,blue-collar,-388,yes,yes,cellular,jul,1,-1,other,0
5604,45,admin,3006,no,no,cellular,apr,2,-1,other,1
1068,47,services,61,no,no,cellular,jul,5,-1,other,0
2157,26,management,1646,no,no,cellular,apr,4,206,success,1
5161,39,technician,1048,yes,yes,cellular,apr,2,-1,other,0
869,35,blue-collar,4366,yes,no,unknown,may,3,-1,other,0
3782,44,admin,21,yes,no,cellular,apr,3,-1,other,0
6512,38,technician,6728,no,no,cellular,aug,4,-1,other,1
7547,42,management,976,no,no,cellular,aug,1,-1,other,1
5469,32,management,537,no,no,unknown,may,3,-1,other,0
1365,26,blue-collar,-84,yes,yes,cellular,jul,5,-1,other,0
2127,34,services,0,yes,yes,unknown,may,1,-1,other,0
1950,51,blue-collar,129,yes,no,cellular,may,2,-1,other,1
6890,59,management,7668,no,no,cellular,aug,1,-1,other,0
3303,48,entrepreneur,0,no,yes,cellular,jul,2,-1,other,1
5094,30,management,136,yes,no,unknown,may,1,-1,other,0
2640,66,services,1230,no,no,cellular,dec,3,-1,other,1
3365,34,technician,8029,yes,no,cellular,aug,4,-1,other,1
7626,35,services,618,no,no,cellular,apr,1,-1,other,1
1153,42,blue-collar,784,no,no,cellular,apr,3,-1,other,0
4250,30,unemployed,330,no,no,cellular,apr,1,-1,other,1
773,32,entrepreneur,762,no,no,cellular,jul,11,-1,other,1
2619,48,entrepreneur,318,yes,no,cellular,feb,4,-1,other,1
1560,34,management,291,no,no,cellular,aug,2,-1,other,0
6298,36,blue-collar,21,no,no,telephone,nov,1,-1,other,0
4301,80,unemployed,997,no,no,cellular,oct,2,86,other,1
1946,34,blue-collar,1156,yes,no,unknown,may,2,-1,other,0
2852,46,management,802,yes,no,telephone,jul,1,-1,other,0
5329,39,blue-collar,581,yes,no,cellular,feb,1,270,other,1
4047,45,blue-collar,700,yes,no,telephone,may,4,-1,other,0
2885,30,technician,526,yes,yes,unknown,jun,3,-1,other,1
6125,53,blue-collar,111,no,no,unknown,jun,3,-1,other,0
7471,57,blue-collar,3585,no,no,telephone,nov,1,-1,other,1
5561,42,management,1823,yes,no,unknown,may,1,-1,other,0
7451,30,blue-collar,673,yes,no,unknown,may,2,-1,other,0
6369,43,services,519,yes,no,cellular,may,6,-1,other,0
2650,45,blue-collar,87,yes,no,cellular,may,1,360,failure,0
4112,39,management,-468,yes,yes,cellular,aug,2,-1,other,0
534,32,self-employed,1423,no,no,cellular,aug,4,-1,other,1
656,28,admin,5,yes,no,cellular,jul,1,-1,other,0
3172,34,blue-collar,2495,yes,no,unknown,may,1,-1,other,1
980,40,services,224,yes,no,cellular,apr,2,-1,other,1
4704,46,services,271,yes,no,cellular,jul,29,-1,other,1
395,44,management,58,yes,no,cellular,jul,3,-1,other,0
1814,41,admin,120,no,yes,cellular,jul,1,-1,other,0
6947,47,technician,157,yes,no,cellular,aug,8,-1,other,0
7524,35,technician,1,yes,yes,unknown,may,1,-1,other,0
1465,42,technician,-78,yes,yes,cellular,jul,23,-1,other,0
385,60,unemployed,439,no,yes,cellular,may,1,321,failure,1
5946,30,technician,289,yes,no,cellular,aug,4,-1,other,1
1387,55,unemployed,2,no,no,unknown,jun,4,-1,other,0
4654,35,blue-collar,67,no,no,unknown,may,6,-1,other,0
1216,20,unemployed,801,no,no,cellular,nov,2,-1,other,1
3665,30,admin,4457,yes,no,cellular,nov,4,-1,other,1
5401,57,unemployed,316,no,no,cellular,jan,2,-1,other,0
4012,35,entrepreneur,2436,no,yes,cellular,jul,3,-1,other,1
2785,26,management,243,no,no,cellular,may,1,-1,other,1
3105,30,services,699,yes,no,unknown,may,1,-1,other,0
4079,50,management,6739,yes,no,cellular,jul,3,-1,other,0
18,31,technician,863,yes,no,cellular,feb,1,263,success,0
7022,34,technician,-276,yes,no,unknown,may,3,-1,other,0
928,36,admin,191,yes,no,cellular,jul,7,-1,other,0
5046,43,technician,6835,no,no,unknown,jun,2,-1,other,0
7122,50,management,-6,yes,no,unknown,may,2,-1,other,0
3407,35,technician,2201,no,no,telephone,apr,1,-1,other,1
7394,31,admin,410,no,no,cellular,apr,1,-1,other,1
973,31,services,-475,yes,no,telephone,may,3,-1,other,0
2993,52,technician,0,yes,no,cellular,sep,1,294,failure,1
1635,29,technician,0,yes,no,cellular,may,2,337,failure,1
1238,44,services,3536,no,no,cellular,jul,6,-1,other,0
776,40,technician,372,yes,no,cellular,nov,1,100,failure,0
4279,38,management,1365,yes,no,unknown,jun,1,-1,other,0
7315,28,blue-collar,-30,yes,no,cellular,jul,5,-1,other,0
4813,41,blue-collar,3622,no,no,unknown,jun,4,-1,other,1
116,37,services,1,no,no,unknown,may,2,-1,other,0
6304,39,management,1425,yes,no,cellular,may,3,-1,other,1
3974,34,management,580,yes,no,cellular,jul,1,-1,other,0
6068,30,admin,39,yes,no,cellular,jul,3,-1,other,0
4831,45,admin,1506,no,no,cellular,jul,4,-1,other,1
3154,56,management,0,no,no,cellular,nov,2,-1,other,0
1999,30,blue-collar,2850,no,no,unknown,may,2,-1,other,0
2397,35,management,495,no,no,cellular,apr,1,87,failure,1
7692,48,blue-collar,3776,no,no,telephone,may,4,-1,other,0
5924,46,services,973,no,no,cellular,feb,1,-1,other,0
2264,39,services,324,yes,no,cellular,may,2,312,failure,0
4570,39,management,763,yes,no,cellular,may,7,300,other,1
5110,41,services,92,no,no,cellular,nov,1,-1,other,1
2679,31,admin,355,yes,no,cellular,may,1,-1,other,1
5041,37,services,54,yes,no,cellular,jul,1,-1,other,0
6404,41,blue-collar,664,no,yes,cellular,jul,5,-1,other,1
5972,29,unemployed,78,no,no,cellular,apr,1,-1,other,1
1417,39,management,1873,no,no,unknown,jun,2,-1,other,0
1694,50,entrepreneur,223,no,no,cellular,jul,5,-1,other,0
1044,54,management,1660,no,no,cellular,nov,3,-1,other,0
452,32,blue-collar,333,yes,no,cellular,may,2,-1,other,1
4671,58,admin,169,no,no,cellular,feb,1,91,success,1
2536,31,unemployed,1489,yes,no,cellular,feb,1,-1,other,0
5528,31,management,71,no,no,cellular,mar,1,-1,other,1
6310,37,unemployed,1978,no,no,cellular,sep,1,182,success,1
6209,36,blue-collar,17,yes,no,cellular,jul,1,-1,other,0
1705,56,management,0,no,no,cellular,oct,1,111,other,1
2610,34,blue-collar,1759,no,yes,cellular,jul,1,-1,other,1
5538,51,technician,0,no,no,cellular,mar,2,-1,other,1
2311,32,admin,281,yes,no,unknown,may,1,-1,other,0
2874,60,technician,824,yes,no,cellular,aug,1,181,success,1
1158,33,blue-collar,2655,yes,no,cellular,nov,1,-1,other,0
2574,58,self-employed,5810,no,no,cellular,mar,1,-1,other,1
6077,55,services,1539,no,no,unknown,jun,2,-1,other,0
2116,57,unemployed,168,no,no,cellular,aug,1,-1,other,1
3021,58,management,1257,no,no,cellular,aug,1,-1,other,1
7055,30,unemployed,330,no,no,cellular,jul,1,80,success,1
823,38,management,613,no,no,cellular,feb,1,-1,other,1
1462,47,admin,0,no,no,cellular,jan,1,-1,other,0
7401,37,management,488,yes,no,cellular,sep,1,854,failure,1
7608,64,unemployed,1574,no,no,telephone,jul,3,-1,other,1
2644,54,unemployed,3538,no,no,cellular,may,1,-1,other,1
1075,31,technician,2744,yes,no,cellular,aug,2,-1,other,0
4206,47,management,3663,no,no,cellular,mar,3,-1,other,1
891,32,management,2,yes,no,cellular,sep,2,-1,other,1
1616,38,admin,198,yes,no,unknown,may,2,-1,other,1
1258,73,unemployed,508,no,no,cellular,mar,1,-1,other,1
6895,35,technician,0,yes,yes,cellular,nov,1,-1,other,0
1832,58,management,473,no,no,cellular,feb,1,262,success,1
2623,54,unemployed,582,yes,no,cellular,may,5,372,failure,1
2857,50,entrepreneur,78,no,no,telephone,jun,1,-1,other,0
7356,49,management,1350,yes,yes,cellular,may,1,-1,other,0
7662,47,unemployed,-71,yes,no,cellular,aug,5,-1,other,0
5662,53,blue-collar,4380,no,no,telephone,aug,7,-1,other,0
3061,39,services,733,no,no,unknown,jun,4,-1,other,0
2352,67,unemployed,1341,no,no,cellular,feb,1,-1,other,1
7283,33,admin,99,yes,yes,cellular,nov,2,-1,other,0
2312,26,services,209,yes,no,cellular,jul,2,-1,other,0
852,32,services,2615,no,no,cellular,nov,1,-1,other,1
162,55,services,2152,no,no,unknown,jun,2,-1,other,1
4128,58,self-employed,-364,yes,no,unknown,may,1,-1,other,0
3320,35,technician,0,yes,no,cellular,nov,4,-1,other,1
1163,23,admin,897,yes,no,cellular,feb,2,280,failure,1
644,26,technician,223,no,yes,cellular,jul,3,-1,other,1
1183,56,management,0,no,no,cellular,feb,1,-1,other,1
7410,37,blue-collar,622,yes,no,cellular,may,1,-1,other,0
4565,33,services,6904,no,no,telephone,nov,2,-1,other,0
2851,42,management,2665,yes,no,cellular,jun,2,126,failure,1
7049,34,management,416,no,no,cellular,aug,4,-1,other,0
5045,41,blue-collar,925,yes,no,telephone,may,1,-1,other,0
2227,29,self-employed,1,no,no,cellular,jul,3,-1,other,0
2022,20,unemployed,6991,no,no,cellular,aug,2,-1,other,1
1986,32,management,974,yes,no,unknown,jun,1,-1,other,0
1901,33,management,1323,no,no,cellular,jun,1,-1,other,1
4558,43,self-employed,3157,no,no,cellular,apr,2,330,other,0
7568,45,unemployed,0,yes,no,cellular,feb,2,-1,other,0
4499,28,blue-collar,173,no,no,cellular,jul,7,-1,other,1
2737,54,management,487,yes,no,unknown,may,4,-1,other,1
3176,32,management,1134,no,no,cellular,aug,4,-1,other,0
319,31,management,459,no,no,cellular,aug,14,-1,other,0
1805,32,technician,6281,yes,no,unknown,jun,4,-1,other,1
6436,34,technician,1246,no,no,unknown,may,3,-1,other,0
4766,29,unemployed,110,yes,no,unknown,may,3,-1,other,0
2577,32,management,1882,no,no,cellular,aug,5,-1,other,1
579,47,services,4822,yes,no,unknown,may,5,-1,other,0
4370,40,blue-collar,278,yes,no,unknown,may,3,-1,other,1
3543,28,unemployed,1562,no,no,cellular,feb,4,-1,other,1
168,53,technician,100,no,no,cellular,aug,4,-1,other,0
1827,42,blue-collar,452,yes,no,cellular,nov,2,-1,other,0
4117,32,blue-collar,254,yes,no,cellular,nov,3,-1,other,1
5478,39,technician,1104,no,no,cellular,aug,2,-1,other,1
2085,36,admin,592,no,no,cellular,oct,2,99,failure,1
6006,24,unemployed,689,no,no,cellular,sep,1,-1,other,1
1696,41,admin,5426,yes,no,unknown,may,2,-1,other,0
6657,30,admin,523,no,yes,cellular,mar,1,-1,other,1
3031,31,blue-collar,255,yes,yes,cellular,may,1,-1,other,0
4717,35,technician,3490,yes,no,cellular,aug,2,-1,other,1
6918,42,management,1519,no,no,cellular,oct,1,92,success,1
1810,45,management,1300,no,no,cellular,jul,3,-1,other,0
7788,24,unemployed,125,no,no,cellular,nov,1,90,failure,1
7544,73,unemployed,1641,yes,no,cellular,feb,2,-1,other,1
3149,35,entrepreneur,4872,yes,no,cellular,may,3,-1,other,0
1998,41,management,0,no,no,cellular,aug,5,-1,other,1
1189,33,management,275,no,no,cellular,nov,1,-1,other,0
5712,55,technician,3899,yes,no,telephone,jul,4,-1,other,1
3311,32,technician,129,yes,no,cellular,may,1,-1,other,0
7385,37,services,608,no,no,cellular,may,3,-1,other,0
96,30,management,131,yes,no,cellular,aug,6,-1,other,1
23,35,management,0,yes,no,cellular,nov,2,96,success,1
621,44,management,558,no,no,cellular,feb,5,-1,other,1
3586,32,management,8929,no,no,cellular,mar,1,-1,other,1
1879,39,blue-collar,39,yes,no,unknown,jun,6,-1,other,0
415,35,technician,294,yes,no,cellular,mar,1,90,success,1
7051,36,blue-collar,599,yes,no,unknown,may,2,-1,other,1
2051,31,management,1310,yes,no,cellular,may,2,-1,other,0
3451,32,blue-collar,1518,yes,no,telephone,feb,3,-1,other,0
961,28,admin,352,yes,yes,cellular,may,1,-1,other,1
1108,48,management,17964,yes,no,cellular,may,2,96,other,1
78,58,services,1667,yes,yes,unknown,may,1,-1,other,0
5794,42,admin,1547,yes,yes,unknown,may,3,-1,other,0
1123,36,management,203,no,no,cellular,jul,3,179,success,1
3924,47,blue-collar,643,yes,no,unknown,jun,6,-1,other,0
110,41,unemployed,1567,no,no,cellular,jul,2,-1,other,0
6632,45,management,2406,no,no,cellular,aug,2,-1,other,0
720,43,blue-collar,377,no,yes,unknown,jun,5,-1,other,0
3318,43,blue-collar,232,no,yes,cellular,may,1,-1,other,0
4672,44,services,-389,yes,yes,unknown,jun,1,-1,other,0
1168,61,unemployed,11,no,no,cellular,sep,1,92,success,1
7324,39,unemployed,270,yes,no,unknown,jun,1,-1,other,0
1060,44,services,-395,yes,no,cellular,may,1,-1,other,1
5237,51,technician,11222,yes,no,cellular,nov,2,171,failure,0
4777,38,blue-collar,1583,yes,no,cellular,may,1,-1,other,0
3290,64,unemployed,380,no,no,cellular,aug,1,-1,other,1
1318,58,unemployed,2094,no,no,cellular,jun,2,-1,other,0
6617,28,blue-collar,1735,yes,no,cellular,apr,1,-1,other,0
2630,30,technician,0,yes,no,cellular,jul,1,424,success,1
1856,32,technician,-770,yes,no,cellular,may,1,-1,other,1
1762,25,blue-collar,0,no,yes,cellular,jul,4,-1,other,1
2654,49,technician,523,yes,no,cellular,jun,1,60,failure,1
3835,31,technician,53,yes,yes,cellular,may,1,-1,other,1
3000,39,blue-collar,5222,yes,no,unknown,may,1,-1,other,0
6486,38,admin,1988,no,no,cellular,jun,1,67,success,1
1568,55,entrepreneur,538,yes,no,cellular,aug,2,-1,other,1
1865,38,management,0,no,no,cellular,aug,18,-1,other,0
5504,30,services,1788,no,no,cellular,aug,1,181,failure,1
3811,32,blue-collar,-238,yes,no,unknown,may,1,-1,other,0
4941,49,management,348,no,no,cellular,oct,1,-1,other,1
3220,36,admin,125,yes,no,unknown,may,1,-1,other,0
1888,58,admin,169,no,no,cellular,may,3,87,success,1
2254,46,services,281,yes,yes,cellular,may,1,-1,other,0
3084,26,blue-collar,557,yes,yes,unknown,may,2,-1,other,0
3113,33,management,20,no,no,cellular,aug,2,-1,other,0
2193,24,technician,403,no,no,unknown,jun,1,-1,other,1
6312,30,management,398,no,no,cellular,apr,1,6,success,1
3401,35,management,36,no,yes,cellular,jul,5,-1,other,1
4498,25,management,1602,yes,no,cellular,may,1,-1,other,0
128,59,blue-collar,416,no,no,unknown,jun,3,-1,other,0
7294,36,self-employed,506,no,no,cellular,nov,1,70,failure,1
4059,47,technician,1101,yes,no,cellular,jul,3,-1,other,1
6899,34,entrepreneur,7279,yes,no,cellular,may,1,-1,other,1
4387,40,services,0,no,no,cellular,aug,20,-1,other,0
749,35,blue-collar,2999,no,no,unknown,jun,6,-1,other,1
5284,40,management,10786,no,no,unknown,jun,3,-1,other,0
5301,40,blue-collar,13,yes,no,unknown,jul,1,-1,other,0
1450,30,technician,2544,no,no,cellular,apr,2,-1,other,1
1565,40,technician,694,yes,no,cellular,jun,2,119,failure,1
4715,27,entrepreneur,2329,no,no,telephone,oct,1,-1,other,1
5125,33,admin,393,yes,no,unknown,may,1,-1,other,0
1800,27,management,1840,no,no,cellular,jun,1,28,other,1
2452,49,blue-collar,0,yes,no,cellular,jul,2,-1,other,0
2284,78,unemployed,2628,no,no,telephone,apr,2,-1,other,0
6107,54,blue-collar,548,no,no,cellular,aug,7,-1,other,1
1643,58,management,372,no,yes,unknown,oct,1,-1,other,1
3062,33,self-employed,215,yes,no,cellular,jul,12,-1,other,0
3988,59,admin,-423,yes,yes,cellular,apr,1,-1,other,0
3928,38,technician,902,yes,no,cellular,feb,1,-1,other,1
1459,92,unemployed,775,no,no,cellular,jan,4,96,success,1
6208,41,blue-collar,2157,yes,no,unknown,may,2,-1,other,0
4660,36,admin,787,no,no,unknown,jun,1,-1,other,0
682,39,management,2763,yes,no,unknown,jun,2,-1,other,1
3147,35,blue-collar,1147,yes,yes,telephone,may,1,-1,other,0
412,28,unemployed,236,no,no,cellular,may,1,87,failure,1
4594,46,technician,4176,yes,no,unknown,jun,6,-1,other,0
6476,39,technician,94,no,no,cellular,aug,2,-1,other,0
764,52,technician,0,no,no,cellular,jun,3,-1,other,1
1047,46,management,5559,no,no,unknown,jun,1,-1,other,0
4389,49,technician,1235,no,no,cellular,aug,3,-1,other,1
1758,35,blue-collar,625,no,no,cellular,may,1,-1,other,0
3150,23,unemployed,1809,no,no,cellular,jul,2,-1,other,1
4650,40,admin,1060,yes,no,cellular,apr,3,-1,other,0
190,59,management,2239,no,no,cellular,may,1,-1,other,1
7149,50,admin,2405,yes,no,cellular,may,1,287,failure,0
6922,39,management,363,yes,yes,cellular,jul,1,-1,other,0
2111,33,technician,2976,yes,no,cellular,nov,2,95,other,0
6568,60,unemployed,1,no,no,cellular,feb,1,184,success,1
4431,56,technician,179,no,no,cellular,jul,1,-1,other,1
6629,30,management,1235,yes,no,cellular,jul,3,-1,other,0
7495,59,management,782,no,yes,cellular,aug,2,-1,other,0
3836,56,technician,6619,yes,no,telephone,nov,1,-1,other,1
5810,39,blue-collar,0,no,no,cellular,jul,4,-1,other,1
5975,38,technician,0,no,no,cellular,jul,1,-1,other,1
7221,29,management,572,yes,no,telephone,nov,1,-1,other,1
2684,36,unemployed,154,no,no,cellular,aug,7,-1,other,1
7777,56,blue-collar,827,yes,no,telephone,may,4,-1,other,1
7715,40,blue-collar,1508,no,no,cellular,nov,2,85,failure,0
5699,36,blue-collar,408,yes,yes,unknown,may,2,-1,other,1
7226,46,management,3984,no,no,cellular,aug,2,-1,other,0
868,45,management,0,yes,no,cellular,may,2,342,failure,0
4896,36,admin,980,no,no,cellular,jul,3,179,failure,0
281,37,admin,912,yes,no,cellular,may,3,328,other,1
6260,35,admin,507,yes,no,cellular,jul,2,-1,other,1
2345,27,blue-collar,2486,yes,no,unknown,may,1,-1,other,1
2990,43,blue-collar,1324,yes,no,telephone,may,5,-1,other,0
3897,30,technician,-393,yes,yes,cellular,jul,1,-1,other,1
6583,33,management,3935,yes,no,cellular,may,1,342,failure,1
2068,48,unemployed,201,no,no,cellular,nov,1,91,success,1
2831,42,management,283,yes,no,cellular,jul,1,-1,other,1
5494,46,blue-collar,842,yes,no,telephone,may,1,-1,other,1
2561,24,technician,556,yes,no,cellular,feb,1,94,success,1
4877,30,management,6392,yes,no,cellular,may,1,-1,other,0
4561,41,technician,515,no,no,cellular,aug,2,-1,other,1
6277,29,admin,265,yes,no,cellular,nov,1,184,failure,1
5890,29,blue-collar,25,yes,no,unknown,jun,2,-1,other,0
4090,49,technician,-236,yes,no,unknown,may,2,-1,other,0
186,30,admin,-213,yes,yes,unknown,may,1,-1,other,1
6389,28,services,4,yes,no,unknown,jun,5,-1,other,0
731,39,management,2644,no,no,cellular,aug,7,-1,other,0
3909,42,entrepreneur,169,yes,no,telephone,may,4,-1,other,0
2137,41,technician,128,yes,no,cellular,aug,2,-1,other,0
1350,39,blue-collar,138,no,no,unknown,jun,2,-1,other,0
1951,42,entrepreneur,324,yes,no,cellular,jul,3,-1,other,0
3600,64,management,4688,no,no,cellular,oct,1,-1,other,1
4174,39,management,0,yes,yes,cellular,jul,1,-1,other,0
4935,31,admin,383,no,yes,cellular,feb,1,214,failure,0
1619,28,technician,386,no,no,cellular,may,1,-1,other,1
6370,37,admin,1283,yes,no,unknown,may,1,-1,other,0
5257,49,management,755,no,no,cellular,jul,4,-1,other,1
4217,38,admin,0,yes,no,cellular,jun,1,181,success,1
1308,48,admin,0,yes,no,cellular,may,1,168,failure,0
4076,46,management,273,yes,no,cellular,may,6,53,success,1
6748,40,blue-collar,82,yes,no,cellular,may,6,370,failure,0
2301,59,blue-collar,1265,no,yes,cellular,jul,1,-1,other,1
6689,32,management,311,no,no,unknown,may,2,-1,other,1
4109,42,services,508,yes,no,unknown,may,1,-1,other,0
1426,27,admin,941,yes,no,cellular,jul,1,-1,other,0
4544,36,management,-508,yes,no,cellular,apr,2,-1,other,0
6055,39,services,282,yes,no,cellular,jul,1,-1,other,0
4864,41,blue-collar,865,no,yes,unknown,may,5,-1,other,0
7349,35,blue-collar,1098,yes,no,unknown,may,17,-1,other,0
3914,37,unemployed,0,no,no,cellular,mar,1,-1,other,1
5285,30,management,5389,no,no,cellular,aug,3,-1,other,1
3961,50,management,0,no,no,cellular,aug,3,130,other,0
7569,34,services,-538,yes,no,unknown,may,1,-1,other,1
5681,47,blue-collar,2749,yes,no,cellular,apr,2,164,failure,1
6007,30,technician,455,yes,no,cellular,nov,1,-1,other,1
6135,39,technician,287,yes,no,cellular,jul,3,-1,other,0
606,38,blue-collar,4406,yes,no,telephone,may,2,-1,other,1
454,34,management,3301,yes,no,cellular,jun,2,227,failure,1
48,33,management,2599,no,no,cellular,apr,2,-1,other,1
6898,34,services,87,yes,no,unknown,may,2,-1,other,0
2962,30,management,-328,yes,no,unknown,may,5,-1,other,0
5844,57,technician,295,no,no,cellular,aug,11,-1,other,0
6093,45,services,318,no,no,cellular,jul,2,-1,other,0
6332,33,admin,272,yes,no,cellular,sep,2,92,success,1
1172,43,management,7702,no,no,cellular,may,1,95,success,1
6718,58,admin,4348,yes,no,cellular,jun,4,141,other,1
6193,38,unemployed,0,no,no,cellular,sep,3,95,success,1
4961,38,blue-collar,178,yes,no,unknown,may,1,-1,other,0
6932,30,admin,915,yes,no,unknown,apr,1,-1,other,1
1578,33,management,133,yes,no,unknown,may,4,-1,other,0
1614,46,blue-collar,874,no,no,cellular,aug,1,-1,other,1
5582,31,services,5,yes,no,unknown,may,1,-1,other,0
6454,36,technician,1466,yes,no,unknown,may,1,-1,other,0
3813,30,management,2,no,no,cellular,mar,1,-1,other,0
6150,42,services,1406,yes,no,cellular,jul,1,-1,other,0
5194,54,unemployed,52,no,no,unknown,jun,3,-1,other,0
3055,36,services,115,no,no,unknown,jun,1,-1,other,0
5557,44,management,13054,yes,no,cellular,may,2,174,other,0
3885,25,management,219,no,no,cellular,apr,1,-1,other,1
2819,26,services,633,yes,no,unknown,may,2,-1,other,0
7642,35,blue-collar,40,yes,no,unknown,may,4,-1,other,1
5473,57,unemployed,734,no,no,cellular,aug,4,-1,other,1
5937,54,management,154,no,no,unknown,may,3,-1,other,0
6116,50,blue-collar,71,yes,no,unknown,may,1,-1,other,0
7337,24,blue-collar,-398,yes,no,cellular,may,3,355,other,0
3414,53,services,292,no,no,unknown,jun,2,-1,other,0
2449,56,management,7747,no,no,unknown,jun,2,-1,other,0
6966,34,admin,920,no,no,cellular,may,3,179,success,1
